Date,High,Low,Open,Close,Volume,Adj_close,Symbol,today_trend,tomorrow_trend,RSI,SMA,K
2016-01-25T00:00:00.000+02:00,102.6800003,99,99.77999878,99.12000275,2.03E+07,99.12000275,NFLX,Downtrend,Downtrend,40.44665095,109.8799996,8.237166419
2016-01-26T00:00:00.000+02:00,100.5500031,94.84999847,99.73999786,97.83000183,2.21E+07,97.83000183,NFLX,Downtrend,Downtrend,39.15132287,109.225714,10.9037803
2016-01-27T00:00:00.000+02:00,97.84999847,90.58999634,96.61000061,91.15000153,2.56E+07,91.15000153,NFLX,Downtrend,Uptrend,39.95913949,108.4514285,1.772729084
2016-01-28T00:00:00.000+02:00,95.25,90.11000061,93.83999634,94.41000366,2.46E+07,94.41000366,NFLX,Uptrend,Downtrend,20.91646741,107.7492856,13.40817927
2016-01-29T00:00:00.000+02:00,94.38999939,90.62999725,92,91.83999634,2.05E+07,91.83999634,NFLX,Downtrend,Uptrend,27.97814875,105.8542856,6.252243737
2016-02-01T00:00:00.000+02:00,97.18000031,91.30000305,91.79000092,94.08999634,1.97E+07,94.08999634,NFLX,Uptrend,Downtrend,28.34994564,104.4150004,14.38379469
2016-02-02T00:00:00.000+02:00,96.65000153,90.73000336,95.54000092,91.48999786,2.19E+07,91.48999786,NFLX,Downtrend,Downtrend,26.17526085,103.0185716,4.987341325
2016-02-03T00:00:00.000+02:00,92.69000244,86.13999939,92.41000366,90.73999786,2.75E+07,90.73999786,NFLX,Downtrend,Downtrend,22.00401578,101.5271427,16.23146729
2016-02-04T00:00:00.000+02:00,91.25,86.54000092,89.5,89.70999908,1.91E+07,89.70999908,NFLX,Uptrend,Downtrend,27.74338873,99.73499952,14.87499873
2016-02-05T00:00:00.000+02:00,88.94999695,81.86000061,88.23000336,82.79000092,2.59E+07,82.79000092,NFLX,Downtrend,Uptrend,25.94954447,98.60499954,3.288544361
2016-02-08T00:00:00.000+02:00,84.69999695,79.94999695,80.56999969,83.31999969,2.50E+07,83.31999969,NFLX,Uptrend,Uptrend,23.41756398,97.36571394,11.16264483
2016-02-09T00:00:00.000+02:00,88.40000153,81.55000305,81.75,86.12999725,2.59E+07,86.12999725,NFLX,Uptrend,Uptrend,16.48022009,95.84785679,20.5725703
2016-02-10T00:00:00.000+02:00,92.20999908,87.41999817,89,88.44999695,2.31E+07,88.44999695,NFLX,Downtrend,Downtrend,22.5133529,94.09285682,29.76189936
2016-02-11T00:00:00.000+02:00,88.38999939,82.91000366,87.41999817,86.34999847,2.18E+07,86.34999847,NFLX,Downtrend,Uptrend,30.82229257,92.54928534,25.55911059
2016-02-12T00:00:00.000+02:00,89.72000122,85.26000214,86.63999939,87.40000153,1.91E+07,87.40000153,NFLX,Uptrend,Uptrend,30.42767215,91.55642809,32.77608217
2016-02-16T00:00:00.000+02:00,90.13999939,87.54000092,89,89.05000305,1.64E+07,89.05000305,NFLX,Uptrend,Uptrend,33.79424774,90.52999932,44.17477382
2016-02-17T00:00:00.000+02:00,94.76999664,89.63999939,90.12999725,94.76000214,1.83E+07,94.76000214,NFLX,Uptrend,Downtrend,37.97919256,89.69285638,82.7374521
2016-02-18T00:00:00.000+02:00,94.90000153,90.30999756,94.80000305,90.48999786,1.77E+07,90.48999786,NFLX,Downtrend,Downtrend,55.07735626,89.06571361,61.17236716
2016-02-19T00:00:00.000+02:00,91.40000153,88.02999878,89.98000336,89.23000336,1.43E+07,89.23000336,NFLX,Downtrend,Uptrend,44.6389425,89.3235708,53.859574
2016-02-22T00:00:00.000+02:00,93.11000061,88.30000305,90.75,91.93000031,1.63E+07,91.93000031,NFLX,Uptrend,Downtrend,46.2978815,89.04357038,69.52989566
2016-02-23T00:00:00.000+02:00,92.48999786,89.05000305,91.40000153,89.12000275,1.27E+07,89.12000275,NFLX,Downtrend,Uptrend,46.97479457,88.85714231,54.91019931
2016-02-24T00:00:00.000+02:00,91.76000214,86.69999695,88.5,91.61000061,1.60E+07,91.61000061,NFLX,Uptrend,Uptrend,46.70008928,88.70285688,77.99331165
2016-02-25T00:00:00.000+02:00,94.80999756,90.20999908,91.08000183,94.52999878,1.79E+07,94.52999878,NFLX,Uptrend,Uptrend,51.15538256,88.53357152,97.525066
2016-02-26T00:00:00.000+02:00,97.48000336,94.25,95.30000305,94.79000092,1.70E+07,94.79000092,NFLX,Downtrend,Downtrend,56.0950954,88.59571457,84.65486904
2016-02-29T00:00:00.000+02:00,97.19999695,93.33999634,94.80999756,93.41000366,1.37E+07,93.41000366,NFLX,Downtrend,Uptrend,68.24818094,88.94000026,76.78266853
2016-03-01T00:00:00.000+02:00,99.16000366,93.61000061,94.58000183,98.30000305,1.70E+07,98.30000305,NFLX,Uptrend,Downtrend,64.95702272,89.79714312,95.11640783
2016-03-02T00:00:00.000+02:00,99.48000336,95.90000153,98.01000214,97.61000061,1.91E+07,97.61000061,NFLX,Downtrend,Uptrend,66.99247308,90.51785769,88.71452757
2016-03-03T00:00:00.000+02:00,98.34999847,95.38999939,97.83000183,97.93000031,1.53E+07,97.93000031,NFLX,Uptrend,Uptrend,63.39965715,91.38714382,90.64572673
2016-03-04T00:00:00.000+02:00,102.2200012,98.31999969,98.76000214,101.5800018,2.34E+07,101.5800018,NFLX,Uptrend,Downtrend,67.87037656,92.04142979,96.22641849
2016-03-07T00:00:00.000+02:00,101.7900009,95.25,101,95.48999786,2.39E+07,95.48999786,NFLX,Downtrend,Uptrend,70.25714771,92.86857278,56.63658825
2016-03-08T00:00:00.000+02:00,98.27999878,94.5,95,96.23000336,1.48E+07,96.23000336,NFLX,Uptrend,Uptrend,58.1642947,93.88142994,61.40466356
2016-03-09T00:00:00.000+02:00,98.37000275,95,96.81999969,98,1.23E+07,98,NFLX,Uptrend,Downtrend,52.13229064,94.34142957,72.80927797
2016-03-10T00:00:00.000+02:00,99.73999786,95.44999695,98.18000031,97.36000061,1.70E+07,97.36000061,NFLX,Downtrend,Uptrend,61.745392,94.44642966,68.6855717
2016-03-11T00:00:00.000+02:00,99.59999847,96.05000305,99.51000214,97.66000366,1.51E+07,97.66000366,NFLX,Downtrend,Uptrend,62.96650343,94.98285839,70.61858052
2016-03-14T00:00:00.000+02:00,99.41999817,97.16999817,97.19999695,98.12999725,1.13E+07,98.12999725,NFLX,Uptrend,Downtrend,59.89637729,95.56357247,73.64688891
2016-03-15T00:00:00.000+02:00,98.51000214,96.43000031,97.87000275,97.86000061,9691800,97.86000061,NFLX,Downtrend,Uptrend,66.92971496,95.97285843,71.9072203
2016-03-16T00:00:00.000+02:00,99.73000336,97.5,97.52999878,99.34999847,1.26E+07,99.34999847,NFLX,Uptrend,Uptrend,62.81262845,96.61642947,76.10322868
2016-03-17T00:00:00.000+02:00,101.3899994,99,99.05000305,99.72000122,1.38E+07,99.72000122,NFLX,Uptrend,Uptrend,60.49651543,97.06285804,71.84686233
2016-03-18T00:00:00.000+02:00,102.4100037,100.0100021,100.5,101.1200027,1.55E+07,101.1200027,NFLX,Uptrend,Downtrend,60.68487293,97.40714373,85.77728915
2016-03-21T00:00:00.000+02:00,102.0999985,99.5,101.1500015,101.0599976,9578500,101.0599976,NFLX,Downtrend,Downtrend,66.69553434,97.75928661,84.65902687
2016-03-22T00:00:00.000+02:00,101.5199966,99.19999695,100.4800034,99.83999634,9069900,99.83999634,NFLX,Downtrend,Downtrend,57.55748365,98.31000083,67.50940412
2016-03-23T00:00:00.000+02:00,100.3899994,98.80999756,99.75,99.58999634,8313500,99.58999634,NFLX,Downtrend,Downtrend,55.93399338,98.50714329,64.34884932
2016-03-24T00:00:00.000+02:00,98.84999847,97.06999969,98.63999939,98.36000061,1.07E+07,98.36000061,NFLX,Downtrend,Uptrend,54.43374799,98.6664287,48.79897375
2016-03-28T00:00:00.000+03:00,101.4400024,97.81999969,98.33999634,101.2099991,1.24E+07,101.2099991,NFLX,Uptrend,Uptrend,40.12269749,98.78499985,84.82927911
2016-03-29T00:00:00.000+03:00,104.3300018,101,101.0800018,104.1299973,1.60E+07,104.1299973,NFLX,Uptrend,Downtrend,71.89893679,98.55499976,97.96536582
2016-03-30T00:00:00.000+03:00,104.9100037,101.4800034,104.6500015,102.1900024,1.47E+07,102.1900024,NFLX,Downtrend,Uptrend,75.91863175,98.96357128,72.55297462
2016-03-31T00:00:00.000+03:00,103.5299988,101.0500031,102.4300003,102.2300034,9747500,102.2300034,NFLX,Downtrend,Uptrend,63.59508629,99.52785655,71.67020715
2016-04-01T00:00:00.000+03:00,105.7900009,102.4700012,102.9300003,105.6999969,1.42E+07,105.6999969,NFLX,Uptrend,Downtrend,66.44161397,99.82714244,99.07593442
2016-04-04T00:00:00.000+03:00,105.9199982,103.1999969,105.9000015,104.3499985,1.09E+07,104.3499985,NFLX,Downtrend,Uptrend,72.35818137,100.1749998,83.45626925
2016-04-05T00:00:00.000+03:00,105.75,103.25,103.4700012,104.9400024,1.01E+07,104.9400024,NFLX,Uptrend,Downtrend,66.48994181,100.749285,89.67338305
2016-04-06T00:00:00.000+03:00,106.4400024,104.25,105.3000031,104.8300018,9605800,104.8300018,NFLX,Downtrend,Downtrend,68.45673758,101.1935708,82.81750119
2016-04-07T00:00:00.000+03:00,106.4400024,103.5999985,104.3099976,104.4499969,1.08E+07,104.4499969,NFLX,Uptrend,Downtrend,65.39327182,101.6992852,78.761954
2016-04-08T00:00:00.000+03:00,105.3300018,102.8199997,105.1200027,103.8099976,7857600,103.8099976,NFLX,Downtrend,Downtrend,63.27904654,102.090714,71.93165302
2016-04-11T00:00:00.000+03:00,104.9800034,102.6200027,104.0400009,102.6800003,7451300,102.6800003,NFLX,Downtrend,Uptrend,57.88854995,102.4285709,59.87192066
2016-04-12T00:00:00.000+03:00,107.2200012,102.2099991,103.1500015,106.9800034,1.24E+07,106.9800034,NFLX,Uptrend,Uptrend,54.47020934,102.6207134,97.63548938
2016-04-13T00:00:00.000+03:00,111.2799988,107.8799973,108,109.6500015,1.67E+07,109.6500015,NFLX,Uptrend,Uptrend,66.83964768,102.7364279,88.52922337
2016-04-14T00:00:00.000+03:00,111.6399994,109.1500015,110.0100021,110.4199982,9553700,110.4199982,NFLX,Uptrend,Uptrend,71.29553454,103.2464284,91.62662151
2016-04-15T00:00:00.000+03:00,111.8499985,109.7799988,110.6399994,111.5100021,1.17E+07,111.5100021,NFLX,Uptrend,Downtrend,76.0362772,103.9650002,97.57664742
2016-04-18T00:00:00.000+03:00,110.6999969,106.0199966,109.9000015,108.4000015,3.28E+07,108.4000015,NFLX,Downtrend,Downtrend,74.06543455,104.8264285,68.20278863
2016-04-19T00:00:00.000+03:00,101.3700027,94.19999695,99.48999786,94.33999634,5.57E+07,94.33999634,NFLX,Downtrend,Uptrend,59.888849,105.5621431,0.7931976065
2016-04-20T00:00:00.000+03:00,96.98000336,93.13999939,94.33999634,96.76999664,2.66E+07,96.76999664,NFLX,Uptrend,Downtrend,38.35656402,105.8671434,19.4013759
2016-04-21T00:00:00.000+03:00,97.37999725,94.77999878,97.30999756,94.98000336,1.99E+07,94.98000336,NFLX,Downtrend,Uptrend,42.43766511,105.3064286,9.834334887
2016-04-22T00:00:00.000+03:00,96.69000244,94.20999908,94.84999847,95.90000153,1.58E+07,95.90000153,NFLX,Uptrend,Downtrend,34.42767027,104.9164282,14.75148194
2016-04-25T00:00:00.000+03:00,95.75,92.80000305,95.69999695,93.55999756,1.50E+07,93.55999756,NFLX,Downtrend,Downtrend,37.56987999,104.1507143,3.989473435
2016-04-26T00:00:00.000+03:00,93.55000305,91.25,93.5,92.43000031,1.53E+07,92.43000031,NFLX,Downtrend,Downtrend,34.0794584,103.5471431,5.728157246
2016-04-27T00:00:00.000+03:00,92.5,90.20999908,92.18000031,91.04000092,1.22E+07,91.04000092,NFLX,Downtrend,Downtrend,33.13384004,102.7342856,3.835498403
2016-04-28T00:00:00.000+03:00,92.66999817,90.08999634,91.5,90.27999878,1.15E+07,90.27999878,NFLX,Downtrend,Downtrend,32.2478194,101.8485712,0.8731728987
2016-04-29T00:00:00.000+03:00,90.55999756,88.20999908,90.5,90.02999878,1.40E+07,90.02999878,NFLX,Downtrend,Uptrend,32.1456862,100.8907144,7.698814475
2016-05-02T00:00:00.000+03:00,93.22000122,89.88999939,90.41000366,93.11000061,1.25E+07,93.11000061,NFLX,Uptrend,Downtrend,32.91002324,99.92428589,20.72758736
2016-05-03T00:00:00.000+03:00,93.25,91.30000305,92.08000183,91.54000092,1.06E+07,91.54000092,NFLX,Downtrend,Downtrend,30.62307573,99.02071435,14.08630253
2016-05-04T00:00:00.000+03:00,92.16000366,90.34999847,91,90.79000092,7394700,90.79000092,NFLX,Downtrend,Downtrend,23.89737772,98.02999987,10.91371361
2016-05-05T00:00:00.000+03:00,92.08000183,89.25,90.91000366,89.37000275,1.04E+07,89.37000275,NFLX,Downtrend,Uptrend,21.69023079,96.7364284,4.906953012
2016-05-06T00:00:00.000+03:00,90.87999725,88.11000061,88.83000183,90.83999634,1.04E+07,90.83999634,NFLX,Uptrend,Downtrend,18.37142944,95.33428574,12.08497641
2016-05-09T00:00:00.000+03:00,91.83000183,89.90000153,90.73000336,90.54000092,9543700,90.54000092,NFLX,Downtrend,Uptrend,23.68104184,93.75285721,18.3257912
2016-05-10T00:00:00.000+03:00,93.25,91.08999634,91.13999939,92.88999939,1.12E+07,92.88999939,NFLX,Uptrend,Downtrend,40.30612583,92.49857112,51.56419105
2016-05-11T00:00:00.000+03:00,92.58999634,89.90000153,92.40000153,90.01999664,1.17E+07,90.01999664,NFLX,Downtrend,Downtrend,40.06147297,92.22714288,20.60406391
2016-05-12T00:00:00.000+03:00,90.41000366,85.73999786,90.31999969,87.73999786,2.04E+07,87.73999786,NFLX,Downtrend,Uptrend,37.9611434,91.95000022,18.26483255
2016-05-13T00:00:00.000+03:00,88.58999634,86.26000214,87.38999939,87.87999725,1.16E+07,87.87999725,NFLX,Uptrend,Uptrend,31.42074946,91.59571402,21.37861072
2016-05-16T00:00:00.000+03:00,90,86.15000153,87.55999756,89.12000275,1.12E+07,89.12000275,NFLX,Uptrend,Downtrend,35.62752005,91.01285662,43.27788268
2016-05-17T00:00:00.000+03:00,90.87000275,88.16999817,89,88.62999725,1.16E+07,88.62999725,NFLX,Downtrend,Uptrend,41.67086469,90.60714231,38.48200489
2016-05-18T00:00:00.000+03:00,91.72000122,88.25,88.25,90.5,1.39E+07,90.5,NFLX,Uptrend,Downtrend,43.64785581,90.37071392,63.38216754
2016-05-19T00:00:00.000+03:00,91.26999664,88.30000305,90.16000366,89.55000305,1.15E+07,89.55000305,NFLX,Downtrend,Uptrend,50.54781175,90.1985708,50.73241151
2016-05-20T00:00:00.000+03:00,93.27999878,89.98000336,90.08000183,92.48999786,1.51E+07,92.48999786,NFLX,Uptrend,Uptrend,48.84505352,90.21428517,89.52253555
2016-05-23T00:00:00.000+03:00,95.29000092,92.84999847,92.98000336,94.88999939,1.40E+07,94.88999939,NFLX,Uptrend,Uptrend,48.49805476,90.17999976,95.81150369
2016-05-24T00:00:00.000+03:00,99.13999939,95.75,95.98000336,97.88999939,2.12E+07,97.88999939,NFLX,Uptrend,Uptrend,57.80158238,90.13571385,90.67164285
2016-05-25T00:00:00.000+03:00,100.3099976,98.30000305,99,100.1999969,1.51E+07,100.1999969,NFLX,Uptrend,Uptrend,64.96627401,90.37499946,99.24501982
2016-05-26T00:00:00.000+03:00,104,101.3799973,103.2099991,102.8099976,1.78E+07,102.8099976,NFLX,Downtrend,Uptrend,72.00324521,90.8821422,93.48301039
2016-05-27T00:00:00.000+03:00,103.5,101.4400024,102.4400024,103.3000031,9092100,103.3000031,NFLX,Uptrend,Downtrend,73.24272082,91.65571322,96.16650128
2016-05-31T00:00:00.000+03:00,103.4499969,102.1299973,102.9499969,102.5699997,8725700,102.5699997,NFLX,Downtrend,Downtrend,74.59521431,92.5107133,92.16867394
2016-06-01T00:00:00.000+03:00,101.9199982,100.1600037,101.5,101.5100021,8393400,101.5100021,NFLX,Uptrend,Downtrend,69.90130418,93.42214203,86.36364966
2016-06-02T00:00:00.000+03:00,102.1500015,100.7699966,101.3899994,101.25,7992400,101.25,NFLX,Downtrend,Downtrend,75.52199136,94.11357062,84.9397608
2016-06-03T00:00:00.000+03:00,101,98.52999878,100.9899979,99.58999634,9224000,99.58999634,NFLX,Downtrend,Uptrend,82.96728522,94.9342853,75.29409502
2016-06-06T00:00:00.000+03:00,101.0699997,99.72000122,100.2900009,100.7399979,6828100,100.7399979,NFLX,Uptrend,Downtrend,76.60152165,95.89928545,81.73668115
2016-06-07T00:00:00.000+03:00,101.6299973,99.76999664,101.1999969,99.88999939,6474700,99.88999939,NFLX,Downtrend,Downtrend,76.50544708,96.73571396,74.03663844
2016-06-08T00:00:00.000+03:00,100.2799988,97.59999847,100.0199966,97.86000061,9423900,97.86000061,NFLX,Downtrend,Downtrend,75.26929735,97.56571361,61.01587689
2016-06-09T00:00:00.000+03:00,98.43000031,96.66000366,97.22000122,97.08999634,8923800,97.08999634,NFLX,Downtrend,Downtrend,66.39928656,98.36999948,55.98722927
2016-06-10T00:00:00.000+03:00,95.34999847,93.27999878,94.87999725,93.75,1.29E+07,93.75,NFLX,Downtrend,Uptrend,66.93618594,98.89571381,26.89013941
2016-06-13T00:00:00.000+03:00,97.19999695,93.62000275,95.01999664,93.84999847,1.35E+07,93.84999847,NFLX,Downtrend,Uptrend,52.78023281,99.43428476,8.968608638
2016-06-14T00:00:00.000+03:00,95.80000305,93.26999664,94.16000366,94.12000275,9480400,94.12000275,NFLX,Downtrend,Uptrend,47.44597128,99.52428491,7.921769223
2016-06-15T00:00:00.000+03:00,95.45999908,93.5,94.61000061,94.29000092,7675400,94.29000092,NFLX,Downtrend,Uptrend,39.30801484,99.44999913,9.506094626
2016-06-16T00:00:00.000+03:00,95.55999756,93.25,94.18000031,95.44000244,7550800,95.44000244,NFLX,Uptrend,Downtrend,30.92320521,99.18071365,20.37211573
2016-06-17T00:00:00.000+03:00,95.76999664,94.19999695,95.75,94.44999695,8046800,94.44999695,NFLX,Downtrend,Downtrend,23.73489757,98.75857108,11.7072873
2016-06-20T00:00:00.000+03:00,95.87999725,93.65000153,95.22000122,93.80000305,9026400,93.80000305,NFLX,Downtrend,Downtrend,19.5457758,98.23214286,5.392188395
2016-06-21T00:00:00.000+03:00,93.87999725,90.76999664,93.87000275,90.98999786,1.52E+07,90.98999786,NFLX,Downtrend,Downtrend,19.65400047,97.59999956,1.933226066
2016-06-22T00:00:00.000+03:00,91.98000336,89.76999664,90.77999878,90.01000214,9454700,90.01000214,NFLX,Downtrend,Uptrend,17.53087548,96.97357123,1.938654269
2016-06-23T00:00:00.000+03:00,91.68000031,88.15000153,90.62000275,91.66000366,1.08E+07,91.66000366,NFLX,Uptrend,Downtrend,16.78488767,96.22214236,26.03859977
2016-06-24T00:00:00.000+03:00,90.48999786,87.20999908,87.52999878,88.44000244,1.12E+07,88.44000244,NFLX,Uptrend,Downtrend,26.55236263,95.41928537,8.529844058
2016-06-27T00:00:00.000+03:00,88,84.80999756,87.87999725,85.33000183,1.37E+07,85.33000183,NFLX,Downtrend,Uptrend,17.59748881,94.85285732,3.091583127
2016-06-28T00:00:00.000+03:00,88.87999725,86.41000366,87.41000366,87.97000122,1.15E+07,87.97000122,NFLX,Uptrend,Uptrend,15.72506169,93.97428622,20.42665425
2016-06-29T00:00:00.000+03:00,91.97000122,88.69999695,89.66999817,91.05999756,1.17E+07,91.05999756,NFLX,Uptrend,Uptrend,27.36842877,92.93428639,45.88839016
2016-06-30T00:00:00.000+03:00,91.72000122,89.90000153,90.91000366,91.48000336,9099000,91.48000336,NFLX,Uptrend,Uptrend,37.52586008,92.22785786,53.83378634
2016-07-01T00:00:00.000+03:00,97,94.80000305,95,96.66999817,1.62E+07,96.66999817,NFLX,Uptrend,Uptrend,44.65883335,91.79714366,95.72236638
2016-07-05T00:00:00.000+03:00,101.2699966,93.30999756,95.19999695,97.91000366,2.59E+07,97.91000366,NFLX,Uptrend,Downtrend,55.35307379,91.63500105,79.58691879
2016-07-06T00:00:00.000+03:00,96,93.55000305,95.02999878,94.59999847,1.63E+07,94.59999847,NFLX,Downtrend,Uptrend,56.9388506,91.8364296,59.47753013
2016-07-07T00:00:00.000+03:00,95.37999725,93.18000031,94.69999695,95.09999847,9913500,95.09999847,NFLX,Uptrend,Uptrend,50.50902699,92.10714395,62.51519737
2016-07-08T00:00:00.000+03:00,97.41000366,95.30000305,96,97.05999756,8335400,97.05999756,NFLX,Uptrend,Downtrend,49.42952375,92.12928663,74.4228474
2016-07-11T00:00:00.000+03:00,96.87000275,94.30000305,96.19000244,94.66999817,1.33E+07,94.66999817,NFLX,Downtrend,Uptrend,54.24114437,92.10500063,59.90280169
2016-07-12T00:00:00.000+03:00,96.72000122,94.08999634,95.06999969,95.97000122,1.16E+07,95.97000122,NFLX,Uptrend,Uptrend,51.33804192,92.29142925,67.80075506
2016-07-13T00:00:00.000+03:00,96.72000122,94.80000305,96.26000214,96.43000031,8768900,96.43000031,NFLX,Uptrend,Uptrend,58.0322615,92.35357176,70.59540336
2016-07-14T00:00:00.000+03:00,98.26999664,96.80000305,97,98.01999664,9885000,98.01999664,NFLX,Uptrend,Uptrend,60.53148926,92.70928628,80.25516294
2016-07-15T00:00:00.000+03:00,98.69999695,97.41000366,98.51999664,98.38999939,9041900,98.38999939,NFLX,Downtrend,Uptrend,60.45363539,93.16785758,82.50305338
2016-07-18T00:00:00.000+03:00,99.83999634,97.23999786,98.43000031,98.80999756,2.87E+07,98.80999756,NFLX,Uptrend,Downtrend,68.0449661,93.62214279,85.05468274
2016-07-19T00:00:00.000+03:00,86.75,84.5,85.43000031,85.83999634,5.57E+07,85.83999634,NFLX,Uptrend,Uptrend,77.09001825,94.33285686,7.990438915
2016-07-20T00:00:00.000+03:00,88.48999786,85.81999969,86.66999817,87.91000366,2.35E+07,87.91000366,NFLX,Uptrend,Downtrend,46.97528475,95.2957137,20.33395554
2016-07-21T00:00:00.000+03:00,88.37999725,85.20999908,88.30000305,85.98999786,1.61E+07,85.98999786,NFLX,Downtrend,Downtrend,45.39340119,95.14357049,8.884902576
2016-07-22T00:00:00.000+03:00,86.5,85.11000061,86.48000336,85.88999939,1.14E+07,85.88999939,NFLX,Downtrend,Uptrend,42.30876608,94.91857093,8.288608634
2016-07-25T00:00:00.000+03:00,87.87000275,85.01000214,85.73000336,87.66000366,1.41E+07,87.66000366,NFLX,Uptrend,Uptrend,32.38563521,94.52642768,18.84319794
2016-07-26T00:00:00.000+03:00,93.09999847,90.90000153,91.02999878,91.41000366,1.96E+07,91.41000366,NFLX,Uptrend,Uptrend,33.53679189,93.75642776,45.04566696
2016-07-27T00:00:00.000+03:00,92.05999756,90.09999847,91.5,92.04000092,8727500,92.04000092,NFLX,Uptrend,Downtrend,44.9477458,93.02428491,49.15256008
2016-07-28T00:00:00.000+03:00,92.20999908,90.68000031,91.91999817,91.65000153,6227700,91.65000153,NFLX,Downtrend,Downtrend,45.17350729,92.79642814,46.61019057
2016-07-29T00:00:00.000+03:00,91.75,90.58999634,91.19000244,91.25,6960200,91.25,NFLX,Uptrend,Uptrend,41.02224728,92.57785688,44.00261807
2016-08-01T00:00:00.000+03:00,94.66999817,90.5,91.23000336,94.37000275,1.07E+07,94.37000275,NFLX,Uptrend,Downtrend,43.92324735,92.19142859,64.34162388
2016-08-02T00:00:00.000+03:00,94.08000183,92.18000031,94,93.55999756,9836200,93.55999756,NFLX,Downtrend,Downtrend,47.32977686,91.94714301,59.06127589
2016-08-03T00:00:00.000+03:00,94.66999817,92.55000305,93.27999878,93.09999847,7030900,93.09999847,NFLX,Downtrend,Uptrend,45.26558758,91.8328574,56.06258492
2016-08-04T00:00:00.000+03:00,93.73000336,91.81999969,93.19999695,93.44000244,6043400,93.44000244,NFLX,Uptrend,Uptrend,41.56957804,91.62785721,58.27903895
2016-08-05T00:00:00.000+03:00,97.73999786,93.55999756,93.76999664,97.02999878,1.84E+07,97.02999878,NFLX,Uptrend,Downtrend,41.50944631,91.27642877,81.68188899
2016-08-08T00:00:00.000+03:00,95.93000031,94,95.91000366,95.11000061,1.01E+07,95.11000061,NFLX,Downtrend,Downtrend,47.24629094,90.92285756,80.1359692
2016-08-09T00:00:00.000+03:00,95.80999756,93.48000336,95.12000275,93.98999786,9175400,93.98999786,NFLX,Downtrend,Downtrend,71.79124532,90.79571479,70.54201682
2016-08-10T00:00:00.000+03:00,94.75,92.94999695,94.40000153,93.93000031,6511100,93.93000031,NFLX,Downtrend,Uptrend,64.96060464,91.45785795,70.07070827
2016-08-11T00:00:00.000+03:00,96.33000183,94.37000275,94.59999847,95.88999939,8547700,95.88999939,NFLX,Uptrend,Uptrend,71.50595762,91.89214325,85.46740695
2016-08-12T00:00:00.000+03:00,96.83000183,95.08000183,95.52999878,96.58999634,6592900,96.58999634,NFLX,Uptrend,Downtrend,74.60629034,92.45928628,90.96620651
2016-08-15T00:00:00.000+03:00,96.91000366,95.23999786,96.83000183,95.30999756,7304600,95.30999756,NFLX,Downtrend,Downtrend,73.19478617,93.173572,68.19371074
2016-08-16T00:00:00.000+03:00,95.61000061,94.40000153,95.19000244,95.12000275,6311300,95.12000275,NFLX,Downtrend,Uptrend,61.62096001,93.81142862,65.70686745
2016-08-17T00:00:00.000+03:00,96.93000031,94.84999847,94.94000244,96.37000275,8315600,96.37000275,NFLX,Uptrend,Downtrend,59.42473232,94.08999961,81.07740993
2016-08-18T00:00:00.000+03:00,97.22000122,95.16999817,95.98000336,96.16000366,7252600,96.16000366,NFLX,Uptrend,Downtrend,63.72093622,94.30999974,78.17686923
